tf,target,weight,label
JUN,IDS,0.0,0
JUND,IDS,0.0,0
POU2F2,IDS,1.1074010880572565,0
KLF3,IDS,0.0,0
BCL11A,IDS,1.2571191573201324,0
MEF2D,SMDT1,-1.3300025907929482,0
E2F4,SMDT1,0.0,0
SATB1,SMDT1,0.0,0
IRF1,SMDT1,-1.4219880621363596,0
ATF6,SMDT1,-2.4160986135961373,0
JUN,SMDT1,0.0,0
JUND,SMDT1,0.0,0
POU2F2,SMDT1,0.0,0
KLF3,SMDT1,0.0,0
BCL11A,SMDT1,0.0,0
MEF2D,COMMD6,0.0,0
E2F4,COMMD6,0.0,0
SATB1,COMMD6,0.0,0
IRF1,COMMD6,-1.0351908909929581,0
ATF6,COMMD6,-2.30843029565408,0
JUN,COMMD6,-0.7214192633377107,0
JUND,COMMD6,0.0,0
POU2F2,COMMD6,0.0,0
KLF3,COMMD6,0.0,0
BCL11A,COMMD6,0.0,0
MEF2D,NDUFB7,-1.5466418491511105,0
E2F4,NDUFB7,0.0,0
SATB1,NDUFB7,0.0,0
IRF1,NDUFB7,-1.878931439599797,0
ATF6,NDUFB7,-1.1897281870285585,0
JUN,NDUFB7,-0.8559314784539022,0
JUND,NDUFB7,0.0,0
POU2F2,NDUFB7,0.0,0
KLF3,NDUFB7,0.8585372582611234,0
BCL11A,NDUFB7,0.0,0
MEF2D,RABAC1,0.0,0
E2F4,RABAC1,0.0,0
SATB1,RABAC1,0.0,0
IRF1,RABAC1,-2.372943489696259,0
ATF6,RABAC1,0.0,0
JUN,RABAC1,0.0,0
JUND,RABAC1,-1.9678527619140427,0
POU2F2,RABAC1,0.8863123184602301,0
KLF3,RABAC1,0.9454822712819173,0
BCL11A,RABAC1,0.0,0
MEF2D,S100A11,0.0,0
E2F4,S100A11,0.8179495359615693,0
SATB1,S100A11,0.0,0
IRF1,S100A11,-1.1996951126554956,0
ATF6,S100A11,1.6583810381447035,0
JUN,S100A11,0.0,0
JUND,S100A11,0.0,0
POU2F2,S100A11,0.0,0
KLF3,S100A11,0.0,0
BCL11A,S100A11,0.0,0
MEF2D,MT-ND4L,1.0059588034910616,0
E2F4,MT-ND4L,0.0,0
SATB1,MT-ND4L,0.0,0
IRF1,MT-ND4L,0.0,0
ATF6,MT-ND4L,1.7049225893164193,0
JUN,MT-ND4L,0.0,0
JUND,MT-ND4L,0.0,0
POU2F2,MT-ND4L,0.0,0
KLF3,MT-ND4L,0.0,0
BCL11A,MT-ND4L,0.0,0
MEF2D,GYPC,-0.8286407237848656,0
E2F4,GYPC,0.0,0
SATB1,GYPC,0.0,0
IRF1,GYPC,-1.6645091206379476,0
ATF6,GYPC,-2.455307235074971,0
JUN,GYPC,-1.120577485817526,0
JUND,GYPC,-1.2147367109838074,0
POU2F2,GYPC,0.0,0
KLF3,GYPC,0.0,0
BCL11A,GYPC,0.0,0
MEF2D,APRT,-0.7161932671211805,0
E2F4,APRT,0.0,0
SATB1,APRT,0.0,0
IRF1,APRT,-1.6238107707146892,0
ATF6,APRT,-1.3577309048618782,0
JUN,APRT,0.0,0
JUND,APRT,-0.7298957198672009,0
POU2F2,APRT,0.0,0
KLF3,APRT,0.0,0
BCL11A,APRT,0.0,0
MEF2D,ATP5G3,0.0,0
E2F4,ATP5G3,0.8258099907523866,0
SATB1,ATP5G3,0.0,0
IRF1,ATP5G3,-0.9706989724277193,0
ATF6,ATP5G3,0.0,0
JUN,ATP5G3,-1.4510771850798265,0
JUND,ATP5G3,0.0,0
POU2F2,ATP5G3,0.0,0
KLF3,ATP5G3,0.0,0
BCL11A,ATP5G3,0.0,0
MEF2D,TAPBPL,0.0,0
E2F4,TAPBPL,1.067530771012342,0
SATB1,TAPBPL,0.0,0
IRF1,TAPBPL,0.0,0
ATF6,TAPBPL,3.3996592318908303,0
JUN,TAPBPL,0.0,0
JUND,TAPBPL,-2.0750133288253,0
POU2F2,TAPBPL,0.0,0
KLF3,TAPBPL,1.0095648728230004,0
BCL11A,TAPBPL,0.0,0
MEF2D,COBLL1,0.0,0
E2F4,COBLL1,-1.4577427600281516,0
SATB1,COBLL1,0.0,0
IRF1,COBLL1,0.0,0
ATF6,COBLL1,-1.2710974073579993,0
JUN,COBLL1,-1.1106071277621352,0
JUND,COBLL1,0.7533618147150645,0
POU2F2,COBLL1,0.0,0
KLF3,COBLL1,0.0,0
BCL11A,COBLL1,0.0,0
MEF2D,NDUFS5,0.0,0
E2F4,NDUFS5,1.1605644760753833,0
SATB1,NDUFS5,0.0,0
IRF1,NDUFS5,-1.6147039354429775,0
ATF6,NDUFS5,0.0,0
JUN,NDUFS5,-0.7892965246186247,0
JUND,NDUFS5,0.0,0
POU2F2,NDUFS5,0.8611201066819412,0
KLF3,NDUFS5,0.9981560684536464,0
BCL11A,NDUFS5,0.0,0
MEF2D,ATPIF1,0.0,0
E2F4,ATPIF1,0.8818677122435788,0
SATB1,ATPIF1,0.0,0
IRF1,ATPIF1,0.0,0
ATF6,ATPIF1,0.0,0
JUN,ATPIF1,-1.1882408380180653,0
JUND,ATPIF1,0.0,0
POU2F2,ATPIF1,1.3700016081828026,0
KLF3,ATPIF1,0.0,0
BCL11A,ATPIF1,-1.0071131762496925,0
MEF2D,RGS2,-1.1448841830736778,0
E2F4,RGS2,0.0,0
SATB1,RGS2,0.0,0
IRF1,RGS2,1.7364104611059792,0
ATF6,RGS2,-0.7446397373121777,0
JUN,RGS2,0.0,0
JUND,RGS2,-1.5266878374134272,0
POU2F2,RGS2,0.0,0
KLF3,RGS2,1.7358150699133121,0
BCL11A,RGS2,1.2244936176094068,0
MEF2D,ARPC2,0.0,0
E2F4,ARPC2,0.0,0
SATB1,ARPC2,0.0,0
IRF1,ARPC2,0.0,0
ATF6,ARPC2,-1.4457496819361841,0
JUN,ARPC2,-1.7219308460718241,0
JUND,ARPC2,-1.2219657672537023,0
POU2F2,ARPC2,1.975608913727532,0
KLF3,ARPC2,0.0,0
BCL11A,ARPC2,0.0,0
MEF2D,SRSF5,0.0,0
E2F4,SRSF5,0.0,0
SATB1,SRSF5,0.0,0
IRF1,SRSF5,0.8395556904288348,0
ATF6,SRSF5,2.8290928449865955,0
JUN,SRSF5,0.0,0
JUND,SRSF5,-1.4248997674172572,0
POU2F2,SRSF5,1.3649332237581113,0
KLF3,SRSF5,0.0,0
BCL11A,SRSF5,0.0,0
MEF2D,IFI16,0.0,0
E2F4,IFI16,0.0,0
SATB1,IFI16,0.0,0
IRF1,IFI16,0.0,0
ATF6,IFI16,0.0,0
JUN,IFI16,0.0,0
JUND,IFI16,0.0,0
POU2F2,IFI16,0.9339330480891767,0
KLF3,IFI16,0.0,0
BCL11A,IFI16,0.0,0
MEF2D,MYEOV2,0.0,0
E2F4,MYEOV2,0.0,0
SATB1,MYEOV2,0.0,0
IRF1,MYEOV2,-2.30161695775562,0
ATF6,MYEOV2,0.0,0
JUN,MYEOV2,-0.8998644404070633,0
JUND,MYEOV2,0.0,0
POU2F2,MYEOV2,0.0,0
KLF3,MYEOV2,0.0,0
BCL11A,MYEOV2,0.0,0
MEF2D,NDUFC2,0.0,0
E2F4,NDUFC2,0.0,0
SATB1,NDUFC2,0.0,0
IRF1,NDUFC2,0.0,0
ATF6,NDUFC2,2.33744115115102,0
JUN,NDUFC2,-0.7341858027187721,0
JUND,NDUFC2,0.0,0
POU2F2,NDUFC2,0.0,0
KLF3,NDUFC2,1.2276241684168983,0
BCL11A,NDUFC2,0.0,0
MEF2D,NSA2,-1.4884531098893734,0
E2F4,NSA2,0.0,0
SATB1,NSA2,0.0,0
IRF1,NSA2,0.0,0
ATF6,NSA2,-2.191589479291434,0
JUN,NSA2,-0.8512999712387659,0
JUND,NSA2,0.0,0
POU2F2,NSA2,0.0,0
KLF3,NSA2,0.0,0
BCL11A,NSA2,0.0,0
MEF2D,MRPL20,0.0,0
E2F4,MRPL20,0.0,0
SATB1,MRPL20,0.0,0
IRF1,MRPL20,-1.587515651922493,0
ATF6,MRPL20,0.0,0
JUN,MRPL20,-0.9593916337635936,0
JUND,MRPL20,0.0,0
POU2F2,MRPL20,0.0,0
KLF3,MRPL20,0.0,0
BCL11A,MRPL20,0.8044726149629078,0
MEF2D,PNRC1,0.0,0
E2F4,PNRC1,0.0,0
SATB1,PNRC1,0.0,0
IRF1,PNRC1,0.0,0
ATF6,PNRC1,0.719085531754683,0
JUN,PNRC1,1.0833300636310808,0
JUND,PNRC1,2.8406841235171525,0
POU2F2,PNRC1,1.1991664418233086,0
KLF3,PNRC1,1.040711817299651,0
BCL11A,PNRC1,0.0,0
MEF2D,TRIB1,0.0,0
E2F4,TRIB1,0.0,0
SATB1,TRIB1,0.0,0
IRF1,TRIB1,-2.9061397510162617,0
ATF6,TRIB1,0.9030700502643983,0
JUN,TRIB1,1.9229718504971036,0
JUND,TRIB1,2.9534743060825375,0
POU2F2,TRIB1,0.0,0
KLF3,TRIB1,0.0,0
BCL11A,TRIB1,0.0,0
MEF2D,GLCCI1,1.406444239789635,0
E2F4,GLCCI1,0.0,0
SATB1,GLCCI1,0.0,0
IRF1,GLCCI1,-0.9832090579299034,0
ATF6,GLCCI1,0.8851186563901052,0
JUN,GLCCI1,0.0,0
JUND,GLCCI1,1.2172614344748625,0
POU2F2,GLCCI1,0.0,0
KLF3,GLCCI1,0.0,0
BCL11A,GLCCI1,0.0,0
MEF2D,ATP5A1,1.1752875801762706,0
E2F4,ATP5A1,-0.7626514957573761,0
SATB1,ATP5A1,0.0,0
IRF1,ATP5A1,-1.0175041174291233,0
ATF6,ATP5A1,2.2514981294753937,0
JUN,ATP5A1,-1.0414866988295066,0
JUND,ATP5A1,0.0,0
POU2F2,ATP5A1,0.0,0
KLF3,ATP5A1,0.0,0
BCL11A,ATP5A1,0.0,0
MEF2D,TOMM5,0.0,0
E2F4,TOMM5,1.0382311354992992,0
SATB1,TOMM5,0.0,0
IRF1,TOMM5,0.0,0
ATF6,TOMM5,0.0,0
JUN,TOMM5,-1.2194734074471185,0
JUND,TOMM5,1.7491781150840107,0
POU2F2,TOMM5,-0.9836308017571616,0
KLF3,TOMM5,1.0783272459990114,0
BCL11A,TOMM5,1.0457179053534116,0
MEF2D,PPP1R15A,0.0,0
E2F4,PPP1R15A,0.0,0
SATB1,PPP1R15A,0.0,0
IRF1,PPP1R15A,1.735748201046245,0
ATF6,PPP1R15A,0.0,0
JUN,PPP1R15A,1.705942231824333,0
JUND,PPP1R15A,0.0,0
POU2F2,PPP1R15A,-1.6759386947417616,0
KLF3,PPP1R15A,-1.5074626046530568,0
BCL11A,PPP1R15A,0.0,0
MEF2D,HBA2,1.308535653127662,0
E2F4,HBA2,0.0,0
SATB1,HBA2,0.0,0
IRF1,HBA2,-1.0851475255621257,0
ATF6,HBA2,0.0,0
JUN,HBA2,0.7992081313462909,0
JUND,HBA2,0.0,0
POU2F2,HBA2,0.9568826601322052,0
KLF3,HBA2,1.287286523958913,0
BCL11A,HBA2,0.0,0
MEF2D,ILF3-AS1,0.0,0
E2F4,ILF3-AS1,0.0,0
SATB1,ILF3-AS1,0.0,0
IRF1,ILF3-AS1,0.0,0
ATF6,ILF3-AS1,-1.2998587729156164,0
JUN,ILF3-AS1,0.0,0
JUND,ILF3-AS1,0.0,0
POU2F2,ILF3-AS1,1.4991969720801204,0
KLF3,ILF3-AS1,0.0,0
BCL11A,ILF3-AS1,0.0,0
MEF2D,C1orf132,0.8652153891973373,0
E2F4,C1orf132,0.9649729603481917,0
SATB1,C1orf132,0.0,0
IRF1,C1orf132,0.0,0
ATF6,C1orf132,0.0,0
JUN,C1orf132,0.0,0
JUND,C1orf132,0.0,0
POU2F2,C1orf132,2.3141637370527186,0
KLF3,C1orf132,0.0,0
BCL11A,C1orf132,1.574282193739496,0
MEF2D,TMEM205,0.0,0
E2F4,TMEM205,0.0,0
SATB1,TMEM205,0.0,0
IRF1,TMEM205,-2.1205987386931353,0
ATF6,TMEM205,1.8872384532819546,0
JUN,TMEM205,0.0,0
JUND,TMEM205,-1.4260168029900206,0
POU2F2,TMEM205,0.0,0
KLF3,TMEM205,0.0,0
BCL11A,TMEM205,0.0,0
MEF2D,CAST,0.0,0
E2F4,CAST,-1.3592184193757044,0
SATB1,CAST,0.0,0
IRF1,CAST,1.0415805842628925,0
ATF6,CAST,0.789366148945395,0
JUN,CAST,-0.8345141069309531,0
JUND,CAST,-1.083269563553339,0
POU2F2,CAST,2.56531009762671,0
KLF3,CAST,-0.762530862063969,0
BCL11A,CAST,0.0,0
MEF2D,ARF4,0.0,0
E2F4,ARF4,0.0,0
SATB1,ARF4,0.0,0
IRF1,ARF4,-1.21896582782877,0
ATF6,ARF4,2.281247598736067,0
JUN,ARF4,0.0,0
JUND,ARF4,-0.9874358720357,0
POU2F2,ARF4,-0.8281354063163928,0
KLF3,ARF4,-1.037340985385613,0
BCL11A,ARF4,0.0,0
MEF2D,UFM1,-1.1713322645490736,0
E2F4,UFM1,0.0,0
SATB1,UFM1,0.0,0
IRF1,UFM1,0.0,0
ATF6,UFM1,0.0,0
JUN,UFM1,-0.980435040873494,0
JUND,UFM1,-0.8884368049383451,0
POU2F2,UFM1,-1.6794399851007624,0
KLF3,UFM1,0.0,0
BCL11A,UFM1,0.0,0
MEF2D,SEC61A1,1.5117818644393102,0
E2F4,SEC61A1,1.4840476476880806,0
SATB1,SEC61A1,0.0,0
IRF1,SEC61A1,0.0,0
ATF6,SEC61A1,2.2151709963444315,0
JUN,SEC61A1,0.0,0
JUND,SEC61A1,-1.1969796335117366,0
POU2F2,SEC61A1,1.0728064460109246,0
KLF3,SEC61A1,0.0,0
BCL11A,SEC61A1,0.0,0
MEF2D,LSR,0.0,0
E2F4,LSR,0.0,0
SATB1,LSR,0.0,0
IRF1,LSR,0.0,0
ATF6,LSR,2.4232794358244547,0
JUN,LSR,0.0,0
JUND,LSR,-1.8535659633131973,0
POU2F2,LSR,0.9923213467912169,0
KLF3,LSR,1.4995514917888166,0
BCL11A,LSR,0.9600097274695482,0
MEF2D,MLLT3,0.0,0
E2F4,MLLT3,0.0,0
SATB1,MLLT3,0.0,0
IRF1,MLLT3,0.0,0
ATF6,MLLT3,-1.6041399754761392,0
JUN,MLLT3,-0.9395842922791169,0
JUND,MLLT3,0.0,0
POU2F2,MLLT3,1.5600551519604802,0
KLF3,MLLT3,0.0,0
BCL11A,MLLT3,1.5842215636594332,0
MEF2D,RBM3,0.0,0
E2F4,RBM3,0.0,0
SATB1,RBM3,0.0,0
IRF1,RBM3,-1.7299579375665999,0
ATF6,RBM3,0.0,0
JUN,RBM3,0.0,0
JUND,RBM3,0.7732734691288982,0
POU2F2,RBM3,0.0,0
KLF3,RBM3,0.0,0
BCL11A,RBM3,0.0,0
MEF2D,TYMP,0.0,0
E2F4,TYMP,1.585224828972187,0
SATB1,TYMP,0.0,0
IRF1,TYMP,1.8696513760982778,0
ATF6,TYMP,0.8828752793738777,0
JUN,TYMP,0.0,0
JUND,TYMP,0.0,0
POU2F2,TYMP,1.5898888706618763,0
KLF3,TYMP,0.0,0
BCL11A,TYMP,0.0,0
MEF2D,DUT,0.0,0
E2F4,DUT,0.0,0
SATB1,DUT,0.0,0
IRF1,DUT,0.0,0
ATF6,DUT,2.100164309591521,0
JUN,DUT,0.0,0
JUND,DUT,0.0,0
POU2F2,DUT,0.9355986035522393,0
KLF3,DUT,0.0,0
BCL11A,DUT,1.4406258909311211,0
MEF2D,LSM3,0.0,0
E2F4,LSM3,0.0,0
SATB1,LSM3,0.0,0
IRF1,LSM3,0.0,0
ATF6,LSM3,0.0,0
JUN,LSM3,0.0,0
JUND,LSM3,0.0,0
POU2F2,LSM3,-0.7475909122887419,0
KLF3,LSM3,0.0,0
BCL11A,LSM3,0.0,0
MEF2D,GLO1,0.0,0
E2F4,GLO1,0.0,0
SATB1,GLO1,0.0,0
IRF1,GLO1,-1.6727634481499425,0
ATF6,GLO1,2.0817835373845672,0
JUN,GLO1,0.9456691175797458,0
JUND,GLO1,0.0,0
POU2F2,GLO1,-1.0201818206746676,0
KLF3,GLO1,0.0,0
BCL11A,GLO1,0.0,0
MEF2D,SURF4,0.8977336974658646,0
E2F4,SURF4,1.088362167311016,0
SATB1,SURF4,0.0,0
IRF1,SURF4,1.3781572370905222,0
ATF6,SURF4,2.2240153936488083,0
JUN,SURF4,0.0,0
JUND,SURF4,0.0,0
POU2F2,SURF4,0.0,0
KLF3,SURF4,0.0,0
BCL11A,SURF4,0.0,0
MEF2D,SRPRB,0.0,0
E2F4,SRPRB,0.0,0
SATB1,SRPRB,0.0,0
IRF1,SRPRB,-2.6876411966730283,0
ATF6,SRPRB,2.7162924981606222,0
JUN,SRPRB,0.0,0
JUND,SRPRB,-0.8393167322981041,0
POU2F2,SRPRB,1.0139360233333303,0
KLF3,SRPRB,-0.9487352289839309,0
BCL11A,SRPRB,0.8610556816514098,0
MEF2D,VPS37B,1.7396715106655936,0
E2F4,VPS37B,1.1658711353382936,0
SATB1,VPS37B,0.0,0
IRF1,VPS37B,0.0,0
ATF6,VPS37B,0.0,0
JUN,VPS37B,0.0,0
JUND,VPS37B,1.0623111908897327,0
POU2F2,VPS37B,0.0,0
KLF3,VPS37B,1.1619859692464973,0
BCL11A,VPS37B,0.0,0
MEF2D,ARF6,0.0,0
E2F4,ARF6,2.3352749274413416,0
SATB1,ARF6,0.0,0
IRF1,ARF6,0.8169403664729394,0
ATF6,ARF6,0.0,0
JUN,ARF6,1.1310047705777404,0
JUND,ARF6,0.0,0
POU2F2,ARF6,0.9659430196520792,0
KLF3,ARF6,0.0,0
BCL11A,ARF6,0.0,0
MEF2D,S100A9,1.1078044713584059,0
E2F4,S100A9,0.0,0
SATB1,S100A9,0.0,0
IRF1,S100A9,0.0,0
ATF6,S100A9,2.0093302666231514,0
JUN,S100A9,0.9982222852050066,0
JUND,S100A9,-1.1858276670219732,0
POU2F2,S100A9,0.0,0
KLF3,S100A9,0.0,0
BCL11A,S100A9,0.0,0
MEF2D,WIPI1,1.0184296091899425,0
E2F4,WIPI1,0.0,0
SATB1,WIPI1,0.0,0
IRF1,WIPI1,1.0580079115975909,0
ATF6,WIPI1,2.0453640756709883,0
JUN,WIPI1,0.0,0
JUND,WIPI1,-1.866374770409721,0
POU2F2,WIPI1,0.0,0
KLF3,WIPI1,0.0,0
BCL11A,WIPI1,0.0,0
MEF2D,C11orf1,0.0,0
E2F4,C11orf1,0.0,0
SATB1,C11orf1,0.0,0
IRF1,C11orf1,0.0,0
ATF6,C11orf1,-1.0324949844404376,0
JUN,C11orf1,0.0,0
JUND,C11orf1,-1.1214512253693762,0
POU2F2,C11orf1,0.9434733005020567,0
KLF3,C11orf1,0.8276551277793259,0
BCL11A,C11orf1,0.0,0
MEF2D,METTL7A,0.0,0
E2F4,METTL7A,0.0,0
SATB1,METTL7A,0.7727535759571091,0
IRF1,METTL7A,-1.7656007947330459,0
ATF6,METTL7A,1.4917582273425898,0
JUN,METTL7A,0.0,0
JUND,METTL7A,0.836297857799168,0
POU2F2,METTL7A,0.0,0
KLF3,METTL7A,1.5354242569260268,0
BCL11A,METTL7A,0.0,0
MEF2D,TAF1D,0.0,0
E2F4,TAF1D,0.0,0
SATB1,TAF1D,0.0,0
IRF1,TAF1D,0.0,0
ATF6,TAF1D,0.0,0
JUN,TAF1D,0.0,0
JUND,TAF1D,1.0386375352540744,0
POU2F2,TAF1D,-0.7393835217535539,0
KLF3,TAF1D,1.039407690706311,0
BCL11A,TAF1D,-1.2723660794462015,0
MEF2D,KMT2E,1.2474084499205047,0
E2F4,KMT2E,1.2298842045937213,0
SATB1,KMT2E,0.0,0
IRF1,KMT2E,1.7559996457320841,0
ATF6,KMT2E,0.0,0
JUN,KMT2E,0.0,0
JUND,KMT2E,0.0,0
POU2F2,KMT2E,0.0,0
KLF3,KMT2E,0.0,0
BCL11A,KMT2E,1.6254364005073472,0
MEF2D,ROMO1,0.0,0
E2F4,ROMO1,1.2059001682420918,0
SATB1,ROMO1,0.0,0
IRF1,ROMO1,-1.5503438161179637,0
ATF6,ROMO1,0.0,0
JUN,ROMO1,-1.6865172843639975,0
JUND,ROMO1,0.0,0
POU2F2,ROMO1,-1.0936978913877433,0
KLF3,ROMO1,0.719541619936593,0
BCL11A,ROMO1,0.0,0
MEF2D,HSP90AA1,0.0,0
E2F4,HSP90AA1,0.0,0
SATB1,HSP90AA1,0.0,0
IRF1,HSP90AA1,0.0,0
ATF6,HSP90AA1,1.0518616176345488,0
JUN,HSP90AA1,0.0,0
JUND,HSP90AA1,0.0,0
POU2F2,HSP90AA1,0.0,0
KLF3,HSP90AA1,0.0,0
BCL11A,HSP90AA1,0.9428073102603483,0
MEF2D,RBM39,1.3440585198865171,0
E2F4,RBM39,0.0,0
SATB1,RBM39,0.0,0
IRF1,RBM39,1.2219976251482965,0
ATF6,RBM39,0.0,0
JUN,RBM39,0.0,0
JUND,RBM39,0.0,0
POU2F2,RBM39,1.3726631638985742,0
KLF3,RBM39,1.5710654054563535,0
BCL11A,RBM39,0.0,0
MEF2D,GABARAPL2,-0.8420771257061473,0
E2F4,GABARAPL2,1.294995642115864,0
SATB1,GABARAPL2,0.0,0
IRF1,GABARAPL2,-1.5110562307718802,0
ATF6,GABARAPL2,0.0,0
JUN,GABARAPL2,0.0,0
JUND,GABARAPL2,0.0,0
POU2F2,GABARAPL2,0.0,0
KLF3,GABARAPL2,0.917105902851145,0
BCL11A,GABARAPL2,0.0,0
MEF2D,GPAA1,0.8962302163096509,0
E2F4,GPAA1,0.0,0
SATB1,GPAA1,0.0,0
IRF1,GPAA1,0.0,0
ATF6,GPAA1,2.0252052082574497,0
JUN,GPAA1,0.0,0
JUND,GPAA1,-1.5197506355782446,0
POU2F2,GPAA1,0.0,0
KLF3,GPAA1,0.0,0
BCL11A,GPAA1,1.2657127518268252,0
MEF2D,MZT2A,1.3925382519277565,0
E2F4,MZT2A,2.2911924687032874,0
SATB1,MZT2A,0.0,0
IRF1,MZT2A,0.0,0
ATF6,MZT2A,0.0,0
JUN,MZT2A,0.0,0
JUND,MZT2A,0.0,0
POU2F2,MZT2A,0.0,0
KLF3,MZT2A,0.0,0
BCL11A,MZT2A,0.0,0
MEF2D,DPEP1,0.8591730670670736,0
E2F4,DPEP1,0.0,0
SATB1,DPEP1,0.0,0
IRF1,DPEP1,0.8860233418999889,0
ATF6,DPEP1,2.3166101602164457,0
JUN,DPEP1,0.0,0
JUND,DPEP1,0.0,0
POU2F2,DPEP1,0.0,0
KLF3,DPEP1,0.0,0
BCL11A,DPEP1,-0.8443096434751163,0
MEF2D,SFT2D1,0.0,0
E2F4,SFT2D1,0.0,0
SATB1,SFT2D1,0.0,0
IRF1,SFT2D1,0.0,0
ATF6,SFT2D1,0.0,0
JUN,SFT2D1,-0.8493307236742855,0
JUND,SFT2D1,0.0,0
POU2F2,SFT2D1,-1.708870554266653,0
KLF3,SFT2D1,1.292222719649624,0
BCL11A,SFT2D1,0.0,0
MEF2D,LAMTOR2,1.2544185431976196,0
E2F4,LAMTOR2,0.0,0
SATB1,LAMTOR2,0.0,0
IRF1,LAMTOR2,-1.6296659776477063,0
ATF6,LAMTOR2,0.0,0
JUN,LAMTOR2,-1.1140709831661193,0
JUND,LAMTOR2,0.0,0
POU2F2,LAMTOR2,0.0,0
KLF3,LAMTOR2,0.0,0
BCL11A,LAMTOR2,0.0,0
MEF2D,ATP6V1F,0.0,0
E2F4,ATP6V1F,1.3711855516159859,0
SATB1,ATP6V1F,0.0,0
IRF1,ATP6V1F,-2.0580436566245743,0
ATF6,ATP6V1F,0.0,0
JUN,ATP6V1F,-0.8645162049197652,0
JUND,ATP6V1F,0.0,0
POU2F2,ATP6V1F,1.2271003434560421,0
KLF3,ATP6V1F,0.9003034010938358,0
BCL11A,ATP6V1F,0.0,0
MEF2D,STOML2,0.8692345354822025,0
E2F4,STOML2,1.271112357555133,0
SATB1,STOML2,0.0,0
IRF1,STOML2,-1.5366513037806588,0
ATF6,STOML2,-1.0694743588899565,0
JUN,STOML2,0.0,0
JUND,STOML2,-0.9106396246044489,0
POU2F2,STOML2,0.0,0
KLF3,STOML2,0.0,0
BCL11A,STOML2,0.0,0
MEF2D,TOMM22,0.0,0
E2F4,TOMM22,0.9414881719063446,0
SATB1,TOMM22,0.0,0
IRF1,TOMM22,-1.4564641190277545,0
ATF6,TOMM22,0.0,0
JUN,TOMM22,-1.3428863774319737,0
JUND,TOMM22,0.0,0
POU2F2,TOMM22,0.0,0
KLF3,TOMM22,1.2610795702576012,0
BCL11A,TOMM22,0.0,0
MEF2D,NDUFA7,0.0,0
E2F4,NDUFA7,0.0,0
SATB1,NDUFA7,0.0,0
IRF1,NDUFA7,0.0,0
ATF6,NDUFA7,2.006405547514696,0
JUN,NDUFA7,-1.1591586192147543,0
JUND,NDUFA7,1.5923351850530543,0
POU2F2,NDUFA7,-1.6557798314101517,0
KLF3,NDUFA7,-0.7997733432835019,0
BCL11A,NDUFA7,0.0,0
MEF2D,ST6GALNAC4,0.0,0
E2F4,ST6GALNAC4,1.1495091712938064,0
SATB1,ST6GALNAC4,0.0,0
IRF1,ST6GALNAC4,0.0,0
ATF6,ST6GALNAC4,1.2774307230634414,0
JUN,ST6GALNAC4,0.0,0
JUND,ST6GALNAC4,0.0,0
POU2F2,ST6GALNAC4,0.0,0
KLF3,ST6GALNAC4,-0.837603314114278,0
BCL11A,ST6GALNAC4,0.0,0
MEF2D,TMEM107,0.9089559922893478,0
E2F4,TMEM107,1.5126923313731357,0
SATB1,TMEM107,0.0,0
IRF1,TMEM107,1.264970929354815,0
ATF6,TMEM107,1.1310252891438477,0
JUN,TMEM107,1.1591489421693149,0
JUND,TMEM107,1.190147959717422,0
POU2F2,TMEM107,0.0,0
KLF3,TMEM107,-1.3999031110586049,0
BCL11A,TMEM107,0.0,0
MEF2D,PSMD4,0.0,0
E2F4,PSMD4,1.1660572030241114,0
SATB1,PSMD4,0.0,0
IRF1,PSMD4,-1.3523945977135665,0
ATF6,PSMD4,1.3994308617296032,0
JUN,PSMD4,0.0,0
JUND,PSMD4,0.0,0
POU2F2,PSMD4,0.0,0
KLF3,PSMD4,0.0,0
BCL11A,PSMD4,0.0,0
MEF2D,SQSTM1,0.0,0
E2F4,SQSTM1,0.0,0
SATB1,SQSTM1,0.0,0
IRF1,SQSTM1,0.0,0
ATF6,SQSTM1,1.5675217052389154,0
JUN,SQSTM1,0.0,0
JUND,SQSTM1,0.0,0
POU2F2,SQSTM1,-0.8707690438355942,0
KLF3,SQSTM1,0.0,0
BCL11A,SQSTM1,0.0,0
MEF2D,YIPF2,0.0,0
E2F4,YIPF2,0.0,0
SATB1,YIPF2,0.0,0
IRF1,YIPF2,0.0,0
ATF6,YIPF2,0.8887278886764995,0
JUN,YIPF2,0.0,0
JUND,YIPF2,-1.3758709678654155,0
POU2F2,YIPF2,0.0,0
KLF3,YIPF2,0.0,0
BCL11A,YIPF2,0.0,0
MEF2D,MRPL24,0.0,0
E2F4,MRPL24,0.0,0
SATB1,MRPL24,0.0,0
IRF1,MRPL24,0.0,0
ATF6,MRPL24,0.0,0
JUN,MRPL24,-1.1580799741789525,0
JUND,MRPL24,0.7683144547083866,0
POU2F2,MRPL24,0.0,0
KLF3,MRPL24,1.089352532732023,0
BCL11A,MRPL24,0.0,0
MEF2D,ST13,0.0,0
E2F4,ST13,0.0,0
SATB1,ST13,0.0,0
IRF1,ST13,0.0,0
ATF6,ST13,-0.8610851586402632,0
JUN,ST13,0.0,0
JUND,ST13,0.0,0
POU2F2,ST13,0.0,0
KLF3,ST13,0.0,0
BCL11A,ST13,0.0,0
MEF2D,H2AFV,0.0,0
E2F4,H2AFV,0.0,0
SATB1,H2AFV,0.0,0
IRF1,H2AFV,-1.0294273297677585,0
ATF6,H2AFV,0.0,0
