Cell,Pms1,Prrx2,Ets1,Tet2,Crebrf,Gli3,Zhx2,A630089N07Rik,Zfhx4,Pbx3
03_30_06__s5,0.26207910168483517,0.6736280650660673,0.6277489422314946,0.5461054048517655,0.634954993434141,0.405375333602998,0.6395995459920997,0.24169369036046964,0.5432008156363203,0.24292435842013171
02_52_50__s4,0.2998898241438259,0.6001373253238406,0.578136628898987,0.527657946764166,0.5793583703803661,0.47892600254756723,0.5816959244365718,0.2544525277763417,0.5124598046705533,0.25542277340877456
06_15_87__s6,0.2703891062715409,0.3863866883627017,0.527317928257954,0.5377890853715385,0.7319343337583258,0.36012637713195383,0.4648450020404555,0.24000366765239278,0.4979148640623089,0.2509353999198239
05_67_88__s6,0.46001712838163616,0.36797764773037306,0.5893129266244135,0.4661543593371432,0.33085107223860555,0.5360574585499689,0.4362127057498839,0.3633090451151156,0.44291684374866613,0.33174878072141234
01_79_59__s8,0.29545546692612573,0.5833038700665103,0.6009266211624396,0.522628082050854,0.5595029578350393,0.48736643642875355,0.5927444283932912,0.25239617140000714,0.5039672178637382,0.2581029046044635
01_09_32__s6,0.2686940588385951,0.581808176010243,0.5707420475676525,0.5246166618778308,0.6315028889326114,0.4547843252228602,0.6493618452708526,0.23651845951196587,0.5209780209143788,0.24471909500380315
04_55_58__s3,0.3126460552691479,0.5619235015116074,0.6353389583078053,0.5038663781067516,0.590200525236576,0.5058615558536731,0.5666809468683247,0.24713645984129162,0.5101434786746866,0.25433192978303437
05_21_63__s8,0.2862251557812583,0.6166138507428642,0.5798754402448345,0.5281078505983093,0.5941005624804198,0.4743044268663117,0.614586850618162,0.24362185481587348,0.521895816583717,0.24796123673928736
06_14_65__s5,0.5347213539749357,0.4323250832176116,0.5746644937286376,0.4378087285654491,0.3745141020177515,0.6071597030553643,0.4488875528586676,0.4096772203852399,0.43876782828929217,0.3641389965815498
04_07_42__s8,0.2805859470451869,0.5040925271630048,0.5912708154251021,0.521251047644881,0.5699708734928877,0.4711344443544399,0.5477772085439664,0.24671885985211348,0.5361325018333712,0.2604245460317274
04_96_01__s6,0.2716485589100196,0.5919201330841799,0.5841076538693244,0.5155745905583725,0.6002554169063251,0.445795777205321,0.6678941164040203,0.2335124641272966,0.5297803185732766,0.23939572232534231
01_41_94__s8,0.28006980360021955,0.570749260289987,0.5818613715630891,0.5325386128583595,0.6933490148207847,0.47616826864464473,0.5563300740410919,0.23383925139323794,0.5163763268285891,0.24587912454496025
05_30_06__s8,0.3001864708986852,0.6382297376866343,0.5611284667148428,0.5329366381040057,0.6302947402270191,0.4935622179222495,0.5955764437502511,0.25510695476020734,0.5269396447835203,0.2588675437267224
05_64_03__s6,0.4318716609388161,0.27197867162909317,0.5071634417538334,0.4441822094112384,0.36260395410856117,0.45142113266643963,0.46806243319641244,0.36340365787872314,0.45783136444019057,0.3346573746410253
02_45_94__s1,0.27504745185425433,0.3696314442745908,0.5033579055550206,0.5338621951809878,0.6041200767519255,0.36251433277753836,0.49930253051781204,0.24677354258574657,0.4940818753307654,0.2517051774765444
04_19_67__s1,0.36863019394561675,0.4078293686241248,0.5738424539874021,0.4985810583875449,0.3979702084629562,0.5038533127884842,0.5109521822698949,0.3070057934789429,0.4739183895987995,0.29151804006201043
05_05_59__s7,0.2848706684570058,0.6057696744208334,0.5680230140528166,0.5332492079587619,0.6036472777661165,0.5026756603403446,0.6090245689662237,0.2495757814369165,0.5245112657295704,0.2540100084401462
01_82_48__s7,0.4736606161963216,0.44061159210767065,0.5115693582125559,0.44982382648839087,0.4146397392773174,0.5520067271222692,0.4791904868131414,0.4092319765027454,0.44415654685977984,0.3843485938693217
05_86_89__s2,0.28467650195744504,0.62062971893251,0.547902014838322,0.5358187193097769,0.5955478302746362,0.5102433253750277,0.5696731723787913,0.255932504449717,0.5330272846222774,0.26037001478119826
06_15_77__s2,0.2694318887207654,0.5578900271442132,0.5643906515798535,0.540189599008899,0.5876901058852237,0.4914489397138024,0.6374514113957804,0.24710512353618821,0.5438572332247847,0.2609215587144993
01_69_57__s3,0.29608379328879647,0.6111954495646215,0.5824110248164127,0.5202383896156119,0.6255969033041938,0.4938577088794178,0.635437813901759,0.24910978010957432,0.5234700383416105,0.25677532074269044
03_07_77__s4,0.28247053090309276,0.6245002081524743,0.561137623973191,0.5337636799056977,0.6353177762534751,0.46970025603079396,0.5872425459563319,0.24695885278543195,0.5249685130754986,0.2520153397826768
05_10_43__s2,0.24153691807758126,0.55728014547858,0.5715553342037957,0.542081358383487,0.5759597890958801,0.40784905866492394,0.6122455817202278,0.2183426234648047,0.530963258522207,0.22763480810438752
05_21_77__s7,0.4878519886079897,0.3414557682153591,0.5461461183916505,0.4436958939538916,0.34392057148399846,0.5124488689859621,0.5455591233391778,0.3821450430968358,0.4648548499099377,0.33333577447611834
01_61_86__s5,0.5026934836802834,0.33860838923591,0.5135125092437982,0.4126253747033912,0.3557659472232485,0.5301675679029637,0.4462119990123346,0.4371250040376755,0.4374946381985608,0.39907477126800317
